flag; num; time_ms; accl1; accl2; accl3; gyro1; gyro2; gyro3; mag1; mag2; mag3; bme_temp; bme_press; bme_humidity; bme_height; lux_board; lux_sp; state; lidar; crc
170;344;45012;71;11;2071;52;-52;-25;1819;519;542;21;98771;41;0.000000;269.110840;114.965103;6;2;51240
170;345;45198;80;9;2082;56;-46;-22;1827;511;559;21;98771;41;0.000000;264.955322;113.730003;6;2;41058
170;346;45291;70;6;2074;55;-53;-19;1811;512;555;21;98771;41;0.000000;266.227081;115.741951;6;2;9221
170;347;45394;69;-4;2065;52;-45;-24;1821;522;546;21;98771;41;0.000000;264.321716;116.679237;6;1;24635
170;348;45486;81;13;2082;56;-51;-23;1806;507;546;21;98771;41;0.000000;260.239655;115.897789;6;2;55680
170;349;45671;72;0;2071;56;-49;-18;1815;510;541;21;98771;41;0.000000;263.374084;116.053780;6;3;5832
170;350;45774;63;15;2069;55;-47;-25;1831;512;558;21;98771;41;0.000000;263.374084;119.684044;6;2;9613
170;351;45965;66;-3;2074;55;-51;-21;1823;512;557;21;98771;41;0.000000;264.321716;116.835983;6;1;57638
170;352;46058;70;22;2071;58;-48;-24;1820;511;548;21;98773;41;0.000000;261.176086;120.484169;6;3;40785
170;353;46254;76;-2;2064;55;-51;-20;1832;520;541;21;98773;41;0.000000;261.802277;119.843758;6;2;54320
170;354;46347;68;0;2070;56;-48;-22;1823;513;561;21;98773;41;0.000000;261.802277;122.745613;6;3;37637
170;355;46440;60;-1;2073;49;-49;-21;1815;508;550;21;98773;41;0.000000;259.928223;123.888145;6;3;62584
170;356;46533;69;9;2074;54;-50;-20;1819;508;547;21;98773;41;0.000000;263.689575;124.216049;6;0;46324
170;357;46718;69;8;2079;56;-46;-18;1815;510;549;21;98772;41;0.000000;261.488953;126.031105;6;3;29374
170;358;46832;70;1;2079;61;-50;-23;1826;516;533;21;98772;41;0.000000;263.058990;127.698441;6;1;38136
170;359;46926;85;2;2065;50;-53;-23;1811;513;542;21;98772;41;0.000000;259.617188;127.698441;6;1;45212
170;360;47020;60;3;2077;62;-45;-24;1825;514;547;21;98772;41;0.000000;258.376740;127.866096;6;1;8221
170;361;47217;73;11;2077;56;-49;-23;1813;513;539;21;98771;41;0.000000;260.239655;128.033905;6;2;63974
170;362;47310;72;12;2074;55;-50;-23;1810;507;550;21;98771;41;0.000000;256.219910;125.865280;6;2;42703
170;363;47413;87;14;2074;55;-51;-21;1819;505;541;21;98771;41;0.000000;253.472824;129.551788;6;0;46537
170;364;47505;72;1;2071;58;-46;-20;1814;511;551;21;98771;41;0.000000;258.067505;128.875473;6;0;26321
170;365;47691;71;3;2072;54;-51;-18;1819;518;547;21;98771;41;0.000000;256.526917;129.382462;6;0;27125
170;366;47794;77;2;2070;53;-52;-20;1816;517;553;21;98771;41;0.000000;258.067505;129.213287;6;1;31661
170;367;47887;70;5;2076;56;-53;-23;1815;513;552;21;98771;41;0.000000;256.834320;129.551788;6;1;26870
170;368;47992;72;-2;2073;52;-53;-18;1820;504;534;21;98771;41;0.000000;256.526917;131.254425;6;345;47134
170;369;48178;76;3;2066;58;-51;-26;1808;510;547;21;98771;41;0.000000;261.176086;131.254425;6;1;28773
170;370;48271;64;9;2071;59;-46;-24;1806;511;531;21;98768;41;0.000000;261.488953;130.401001;6;0;1816
170;371;48363;71;10;2076;55;-45;-23;1815;516;542;21;98768;41;0.000000;263.374084;131.596970;6;2;9575
170;372;48456;82;12;2077;60;-48;-24;1814;514;547;21;98768;41;0.000000;258.686279;131.596970;6;2;52456
170;373;48652;75;3;2067;57;-46;-21;1816;513;541;21;98768;41;0.000000;260.239655;131.425613;6;0;47766
170;374;48755;64;10;2072;54;-47;-24;1822;516;562;21;98768;41;0.000000;259.306549;130.401001;6;1;29236
170;375;48848;68;3;2077;59;-54;-23;1813;518;549;21;98769;41;0.000000;257.758636;130.571320;6;0;20917
170;376;48942;65;4;2075;55;-48;-20;1834;520;548;21;98769;41;0.000000;252.563538;129.551788;6;3;50566
170;377;49129;73;12;2077;55;-47;-22;1821;507;562;21;98769;41;0.000000;246.878311;129.551788;6;1;23301
170;378;49233;75;13;2077;50;-52;-19;1818;508;548;21;98769;41;0.000000;248.064758;130.401001;6;2;10406
170;379;49326;70;5;2080;54;-49;-20;1825;515;551;21;98770;41;0.000000;241.607010;128.706833;6;0;21230
170;380;49419;78;4;2071;55;-48;-21;1821;518;541;21;98770;41;0.000000;242.477936;130.230774;6;4;31050
170;381;49604;77;0;2070;56;-51;-22;1811;514;541;21;98770;41;0.000000;240.450455;127.866096;6;0;5610
170;382;49707;72;6;2075;56;-48;-22;1815;514;547;21;98770;41;0.000000;238.725601;127.530968;6;2;23769
170;383;49810;66;1;2075;55;-48;-21;1827;517;552;21;98770;41;0.000000;244.815308;130.401001;6;2;9114
170;384;49904;72;13;2077;57;-51;-22;1823;516;541;21;98768;41;0.000000;256.834320;130.741852;6;3;63490
170;385;50101;68;10;2068;54;-53;-21;1817;506;555;21;98768;41;0.000000;267.825287;131.254425;6;1;2715
170;386;50194;65;1;2072;59;-52;-22;1812;503;548;21;98768;41;0.000000;266.545959;131.596970;6;1;36946
170;387;50287;68;12;2067;56;-49;-21;1815;515;554;21;98768;41;0.000000;269.755890;133.493378;6;2;38655
170;388;50390;68;3;2073;57;-47;-20;1820;507;540;21;98768;41;0.000000;271.700348;129.890945;6;1;63399
170;389;50575;71;11;2078;56;-47;-22;1815;505;552;21;98767;40;0.000000;268.788910;129.890945;6;1;12749
170;390;50678;75;3;2073;54;-50;-19;1810;512;555;21;98767;40;0.000000;269.755890;130.401001;6;2;2124
170;391;50771;77;1;2069;52;-49;-21;1808;507;547;21;98767;40;0.000000;269.110840;131.083389;6;3;39241
170;392;50864;57;16;2077;53;-48;-23;1822;508;537;21;98767;40;0.000000;272.025787;132.456390;6;0;50367
170;393;51062;74;17;2078;54;-51;-21;1829;514;551;21;98768;40;0.000000;271.375305;128.706833;6;1;56171
170;394;51155;25;35;2078;49;-51;-20;1813;508;549;21;98768;40;0.000000;274.314819;114.500801;6;2;56101
170;395;51247;143;58;2078;53;-55;-24;1814;508;535;21;98768;40;0.000000;272.677826;99.775627;6;1;51751
170;396;51339;42;23;2085;58;-50;-20;1809;505;545;21;98768;40;0.000000;275.631561;85.515022;6;1;2625
170;397;51524;70;70;2058;61;-53;-22;1821;512;536;21;98769;40;0.000000;275.961761;71.271538;6;2;41339
170;398;51638;44;6;2098;51;-52;-18;1822;496;543;21;98769;40;0.000000;275.631561;67.050835;6;1;1191
170;399;51730;64;-119;2014;51;-47;-22;1818;512;537;21;98769;40;0.000000;275.961761;68.809494;6;1;16700
170;400;51823;85;59;2084;52;-50;-19;1813;508;537;21;98769;40;0.000000;273.658844;68.920311;6;1;22065
170;401;52097;69;-3;2070;54;-51;-24;1828;512;552;21;98772;40;0.000000;273.986633;72.293556;6;2;24488
170;402;52190;90;-17;2064;56;-51;-18;1818;505;547;21;98772;40;0.000000;272.677826;71.611252;6;2;43688
170;403;52293;62;-8;2063;53;-50;-22;1824;503;541;21;98772;40;0.000000;270.402527;72.979767;6;3;32646
170;404;52385;92;5;2083;60;-50;-21;1823;509;542;21;98772;40;0.000000;272.025787;73.554581;6;2;25681
170;405;52570;78;16;2081;55;-50;-21;1821;520;543;21;98772;40;0.000000;271.375305;70.370338;6;2;23836
170;406;52673;76;-34;2060;53;-51;-15;1823;512;546;21;98772;40;0.000000;272.025787;71.951920;6;2;46180
170;407;52766;56;18;2083;55;-44;-20;1821;519;551;21;98772;40;0.000000;272.677826;72.979767;6;2;31651
170;408;52871;71;8;2079;59;-50;-21;1823;508;549;21;98772;40;0.000000;268.467346;72.293556;6;1;23913
170;409;53067;75;4;2071;56;-52;-19;1826;516;553;21;98772;40;0.000000;270.078979;71.384666;6;2;10328
170;410;53160;67;1;2074;54;-48;-24;1829;508;553;21;98771;40;0.000000;274.314819;71.611252;6;2;31388
170;411;53253;67;8;2076;58;-49;-24;1820;509;547;21;98771;40;0.000000;271.700348;72.407661;6;1;59577
170;412;53345;65;4;2074;53;-48;-20;1817;514;563;21;98771;40;0.000000;268.146149;70.595001;6;1;52259
170;413;53541;72;-1;2070;55;-49;-22;1820;518;556;21;98771;40;0.000000;269.110840;71.838257;6;2;53826
170;414;53634;129;-89;2022;54;-52;-18;1822;515;557;21;98771;40;0.000000;270.078979;72.979767;6;2;18366
170;415;53737;57;21;2084;71;-46;-22;1825;513;557;21;98769;40;0.000000;269.755890;71.271538;6;0;14256
170;416;53830;92;-1;2056;45;-48;-22;1827;511;557;21;98769;40;0.000000;267.825287;72.407661;6;0;19728
170;417;54017;82;3;2065;51;-46;-23;1832;515;557;21;98769;40;0.000000;269.110840;72.865128;6;1;31356
170;418;54121;73;23;2079;56;-51;-20;1822;516;545;21;98769;40;0.000000;270.726379;71.271538;6;2;39165
170;419;54213;14;38;2091;68;-45;-22;1828;515;553;21;98769;40;0.000000;271.375305;72.865128;6;2;64756
170;420;54305;85;-43;2044;33;-53;-19;1824;513;546;21;98770;40;0.000000;269.110840;69.253342;6;1;22672
170;421;54491;89;6;2084;53;-49;-17;1820;512;554;21;98770;40;0.000000;273.658844;68.920311;6;2;58369
170;422;54584;74;31;2076;53;-47;-21;1815;511;540;21;98770;40;0.000000;275.301819;68.477730;6;0;39728
170;423;54698;74;-19;2060;61;-53;-18;1822;517;554;21;98770;40;0.000000;275.301819;67.597565;6;0;20157
170;424;54791;82;-4;2056;54;-51;-19;1819;514;560;21;98773;40;0.000000;275.301819;69.810539;6;1;26501
170;425;54978;58;-1;2079;48;-46;-17;1833;524;558;21;98773;40;0.000000;273.658844;82.511528;6;1;6124
170;426;55070;49;9;2058;50;-51;-22;1815;516;565;21;98773;40;0.000000;270.402527;93.599655;6;2;63329
170;427;55163;78;12;2093;53;-51;-19;1835;517;554;21;98773;40;0.000000;275.631561;107.549362;6;3;50886
170;428;55266;123;-41;2074;52;-55;-20;1813;520;551;21;98773;40;0.000000;273.986633;122.096268;6;1;29810
170;429;55452;92;4;2052;50;-49;-23;1823;517;560;21;98771;40;0.000000;270.726379;144.031021;6;1;27897
170;430;55544;50;17;2104;52;-51;-19;1823;524;569;21;98771;40;0.000000;273.658844;149.635788;6;1;11816
170;431;55647;81;0;2071;51;-48;-17;1830;513;554;21;98771;40;0.000000;273.986633;150.777496;6;3;25124
170;432;55740;49;-47;2084;46;-46;-19;1824;513;554;21;98771;40;0.000000;266.545959;144.953339;6;2;19595
170;433;55949;85;17;2067;72;-49;-22;1826;520;563;21;98770;40;0.000000;270.402527;121.934357;6;1;58916
170;434;56041;34;-43;2065;40;-48;-23;1828;519;566;21;98770;40;0.000000;271.375305;109.931969;6;2;49460
170;435;56134;80;7;2070;63;-45;-23;1825;518;544;21;98770;40;0.000000;272.351624;94.949135;6;2;53419
170;436;56227;72;88;2094;57;-48;-18;1830;513;555;21;98770;40;0.000000;275.961761;82.759201;6;2;6642
170;437;56413;61;-6;2066;56;-43;-24;1834;518;560;21;98773;41;0.000000;273.986633;69.475891;6;1;12036
170;438;56506;57;1;2041;63;-41;-22;1824;516;555;21;98773;41;0.000000;271.375305;69.253342;6;1;60116
170;439;56620;106;-11;2047;58;-47;-24;1819;524;551;21;98773;41;0.000000;271.375305;70.707497;6;1;16343
170;440;56713;87;-5;2070;52;-53;-21;1838;517;555;21;98773;41;0.000000;267.825287;70.595001;6;2;63661
170;441;56901;70;-4;2079;50;-53;-19;1822;512;559;21;98773;41;0.000000;268.788910;70.146103;6;3;22027
170;442;56994;68;5;2070;59;-49;-20;1830;517;567;21;98770;41;0.000000;272.025787;71.838257;6;3;41959
170;443;57087;85;34;2069;47;-50;-20;1822;503;548;21;98770;41;0.000000;266.227081;69.253342;6;1;22025
170;444;57190;57;27;2069;56;-48;-20;1826;509;558;21;98770;41;0.000000;270.078979;71.158516;6;1;5222
170;445;57375;77;26;2063;60;-46;-21;1821;520;571;21;98770;41;0.000000;271.375305;70.707497;6;1;62044
170;446;57468;84;12;2064;50;-50;-21;1822;511;559;21;98770;41;0.000000;272.677826;71.724701;6;1;61376
170;447;57571;73;11;2060;50;-52;-18;1821;522;562;21;98772;41;0.000000;270.078979;70.034142;6;0;31330
170;448;57663;74;-3;2085;53;-47;-21;1831;519;558;21;98772;41;0.000000;270.726379;71.611252;6;0;47616
170;449;57862;63;-8;2078;58;-44;-21;1827;509;558;21;98772;41;0.000000;270.078979;71.611252;6;2;61465
170;450;57955;77;7;2055;58;-47;-22;1831;512;562;21;98772;41;0.000000;266.545959;68.477730;6;2;41695
170;451;58091;54;-9;2077;53;-54;-21;1812;520;559;21;98772;41;0.000000;267.184875;70.482620;6;2;35581
170;452;58184;74;5;2059;56;-48;-22;1821;518;567;21;98772;41;0.000000;268.467346;70.034142;6;1;42732
170;453;58380;76;12;2073;51;-48;-18;1827;526;563;21;98772;41;0.000000;263.689575;70.932785;6;3;29162
170;454;58483;81;5;2058;55;-53;-21;1832;522;551;21;98772;41;0.000000;269.110840;68.477730;6;2;58961
170;455;58586;59;-2;2074;51;-51;-19;1817;519;569;21;98772;41;0.000000;270.078979;70.932785;6;2;17107
170;456;58679;81;15;2062;59;-47;-24;1823;513;546;21;98772;41;0.000000;266.227081;71.158516;6;0;35768
170;457;58866;86;19;2069;57;-50;-21;1828;516;567;21;98772;41;0.000000;265.272675;71.384666;6;0;40356
170;458;58959;61;8;2083;58;-48;-23;1826;506;557;21;98772;41;0.000000;270.726379;71.951920;6;1;41742
170;459;59063;93;11;2058;54;-50;-21;1818;511;559;21;98772;41;0.000000;268.788910;70.370338;6;3;51543
170;460;59155;60;4;2074;56;-51;-21;1832;508;566;21;98767;41;0.000000;268.788910;69.922287;6;1;57942
170;461;59340;56;3;2080;54;-51;-19;1830;520;564;21;98767;41;0.000000;268.788910;71.045601;6;2;24896
170;462;59433;64;2;2067;53;-49;-19;1824;519;549;21;98767;41;0.000000;268.467346;71.045601;6;1;2590
170;463;59536;59;2;2075;51;-53;-19;1829;521;556;21;98767;41;0.000000;270.078979;70.932785;6;1;56711
170;464;59639;80;5;2082;54;-47;-21;1823;516;559;21;98767;41;0.000000;267.184875;70.595001;6;1;64545
170;465;59826;92;15;2058;52;-48;-19;1833;515;548;21;98771;41;0.000000;264.638336;70.146103;6;0;14376
170;466;59919;56;-2;2076;55;-46;-20;1816;510;565;21;98771;41;0.000000;268.788910;71.838257;6;1;8955
170;467;60012;88;16;2060;61;-48;-25;1823;513;554;21;98771;41;0.000000;268.467346;71.951920;6;0;58553
170;468;60104;59;0;2075;51;-50;-18;1824;519;547;21;98771;41;0.000000;263.689575;71.045601;6;1;32934
170;469;60300;63;1;2081;54;-48;-21;1815;509;564;21;98767;41;0.000000;266.227081;71.384666;6;1;32391
170;470;60393;84;8;2056;53;-44;-21;1829;516;552;21;98767;41;0.000000;264.638336;71.611252;6;2;37818
170;471;60496;64;6;2074;53;-52;-20;1826;518;561;21;98767;41;0.000000;263.374084;70.146103;6;1;57434
170;472;60588;66;1;2078;55;-49;-21;1828;519;547;21;98767;41;0.000000;265.590454;69.698860;6;1;2712
170;473;60774;70;2;2073;55;-52;-21;1834;518;554;21;98770;40;0.000000;266.545959;70.146103;6;0;42659
170;474;60878;67;4;2074;59;-52;-22;1830;516;550;21;98770;40;0.000000;263.689575;70.146103;6;2;21148
170;475;60971;70;4;2072;58;-48;-22;1823;512;568;21;98770;40;0.000000;265.272675;70.482620;6;3;39400
170;476;61064;75;0;2069;57;-50;-21;1822;516;548;21;98770;40;0.000000;268.146149;68.698807;6;1;27991
170;477;61261;74;11;2079;54;-54;-20;1825;512;559;21;98770;40;0.000000;268.146149;71.271538;6;0;56343
170;478;61354;65;3;2078;57;-48;-22;1825;519;559;21;98764;40;0.000000;270.078979;70.034142;6;1;49069
170;479;61457;66;3;2074;54;-49;-22;1825;504;556;21;98764;40;0.000000;269.755890;71.724701;6;2;7431
170;480;61560;65;6;2075;53;-51;-21;1827;523;557;21;98764;40;0.000000;272.351624;71.045601;6;2;33884
170;481;61747;73;5;2071;55;-48;-21;1819;515;542;21;98764;40;0.000000;271.375305;71.271538;6;1;242
170;482;61841;69;3;2078;54;-52;-21;1822;510;553;21;98770;40;0.000000;268.788910;69.364571;6;1;44034
170;483;61933;72;9;2079;54;-52;-19;1829;518;554;21;98770;40;0.000000;270.402527;69.142235;6;0;1814
170;484;62037;74;11;2077;55;-47;-23;1824;514;555;21;98770;40;0.000000;271.375305;70.370338;6;2;57086
170;485;62223;67;1;2081;54;-50;-21;1822;506;550;21;98770;40;0.000000;269.755890;69.922287;6;0;24524
170;486;62315;65;12;2064;57;-50;-22;1830;513;548;21;98770;40;0.000000;271.700348;69.698860;6;3;45478
170;487;62407;70;3;2076;54;-48;-20;1823;507;553;21;98770;40;0.000000;269.755890;70.595001;6;1;51707
170;488;62510;80;5;2068;52;-54;-20;1828;513;564;21;98770;40;0.000000;268.788910;69.698860;6;1;20476
170;489;62696;78;13;2078;54;-53;-20;1814;509;551;21;98770;40;0.000000;271.375305;68.257072;6;2;44494
170;490;62801;68;3;2076;53;-51;-20;1819;503;543;21;98770;40;0.000000;271.375305;71.158516;6;4;51110
170;491;62894;66;8;2069;55;-51;-21;1825;523;539;21;98770;40;0.000000;270.402527;71.951920;6;1;3628
170;492;62987;66;6;2073;52;-51;-19;1815;512;552;21;98771;40;0.000000;272.025787;70.932785;6;1;13365
170;493;63173;66;8;2073;56;-49;-23;1841;517;552;21;98771;40;0.000000;271.375305;69.922287;6;1;56599
170;494;63265;67;7;2074;55;-49;-21;1824;526;554;21;98771;40;0.000000;273.658844;70.146103;6;1;4936
170;495;63368;66;9;2070;54;-46;-22;1823;519;546;21;98771;40;0.000000;269.755890;71.724701;6;0;44210
170;496;63471;76;12;2078;53;-53;-20;1824;505;542;21;98771;40;0.000000;268.467346;71.045601;6;0;54914
170;497;63657;71;8;2069;55;-48;-21;1816;508;540;21;98772;40;0.000000;271.700348;70.482620;6;1;2841
170;498;63751;67;9;2071;58;-48;-24;1824;509;546;21;98772;40;0.000000;268.788910;70.034142;6;2;60351
170;499;63844;78;-2;2062;54;-47;-22;1818;505;548;21;98772;40;0.000000;274.972443;71.838257;6;1;51172
170;500;63948;73;-2;2072;55;-53;-20;1824;511;546;21;98772;40;0.000000;271.375305;69.810539;6;2;62621
170;501;64186;80;9;2063;55;-50;-21;1829;519;552;21;98769;40;0.000000;273.658844;70.370338;6;2;31284
170;502;64279;67;0;2071;56;-47;-23;1820;512;565;21;98769;40;0.000000;273.986633;70.707497;6;1;43464
170;503;64372;62;11;2073;54;-52;-20;1830;516;551;21;98769;40;0.000000;273.986633;69.922287;6;2;49519
170;504;64475;64;14;2071;54;-50;-21;1825;513;555;21;98769;40;0.000000;274.314819;70.482620;6;0;55629
170;505;64671;91;6;2065;56;-49;-23;1809;507;553;21;98772;40;0.000000;271.375305;69.810539;6;1;6605
170;506;64765;58;8;2077;57;-49;-21;1814;509;562;21;98772;40;0.000000;274.972443;70.146103;6;1;40733
170;507;64858;69;6;2062;54;-51;-19;1825;515;564;21;98772;40;0.000000;274.314819;69.698860;6;2;30598
170;508;64951;71;5;2075;54;-50;-22;1824;508;560;21;98772;40;0.000000;271.375305;69.810539;6;3;45905
170;509;65137;67;10;2073;58;-50;-23;1822;518;559;21;98769;40;0.000000;274.314819;70.146103;6;2;57893
170;510;65240;63;2;2076;54;-53;-20;1816;507;552;21;98769;40;0.000000;272.351624;70.034142;6;0;32532
170;511;65332;68;4;2078;58;-51;-23;1827;514;547;21;98769;40;0.000000;273.331451;69.922287;6;3;49925
170;512;65435;73;6;2072;57;-47;-22;1819;507;538;21;98769;40;0.000000;271.700348;69.698860;6;2;276
170;513;65621;80;4;2063;52;-51;-20;1830;518;554;21;98769;40;0.000000;267.825287;71.271538;6;0;14471
170;514;65715;71;1;2076;56;-52;-21;1819;516;540;21;98772;40;0.000000;277.286377;70.482620;6;3;30447
170;515;65819;67;6;2079;57;-52;-20;1817;509;534;21;98772;40;0.000000;272.677826;70.482620;6;0;43878
170;516;65912;66;9;2073;55;-46;-20;1814;497;529;21;98772;40;0.000000;272.025787;71.838257;6;1;62668
170;517;66098;73;7;2075;54;-53;-20;1825;507;532;21;98772;40;0.000000;272.677826;72.179573;6;0;25632
170;518;66190;69;-2;2075;53;-47;-21;1810;503;512;21;98772;40;0.000000;271.375305;69.475891;6;2;52298
170;519;66282;62;4;2073;59;-46;-23;1814;505;546;21;98773;40;0.000000;274.314819;69.475891;6;1;24167
170;520;66406;68;13;2070;55;-53;-21;1816;504;520;21;98773;40;0.000000;272.025787;69.922287;6;1;30948
170;521;66603;66;10;2073;56;-50;-22;1823;503;535;21;98773;40;0.000000;276.954620;71.951920;6;2;47513
170;522;66696;65;2;2077;57;-50;-22;1814;505;521;21;98773;40;0.000000;275.301819;71.951920;6;1;29681
170;523;66790;65;-1;2078;56;-50;-21;1820;498;522;21;98774;40;0.000000;274.972443;71.724701;6;0;15480
170;524;66884;69;16;2068;56;-50;-21;1822;508;526;21;98774;40;0.000000;275.301819;70.707497;6;1;3909
170;525;67080;64;11;2066;54;-49;-21;1813;505;539;21;98774;40;0.000000;275.301819;70.595001;6;2;40835
170;526;67173;74;11;2077;55;-50;-21;1818;503;533;21;98774;40;0.000000;272.025787;71.271538;6;4;65161
170;527;67266;69;8;2077;55;-48;-21;1812;500;520;21;98774;40;0.000000;275.301819;71.611252;6;1;11373
170;528;67369;67;11;2068;54;-48;-21;1819;503;530;21;98772;40;0.000000;275.961761;70.482620;6;2;28281
170;529;67554;68;4;2076;51;-50;-19;1821;504;520;21;98772;40;0.000000;275.631561;70.932785;6;1;9901
170;530;67658;75;8;2079;53;-53;-20;1820;502;532;21;98772;40;0.000000;275.961761;70.482620;6;1;53820
170;531;67752;67;5;2076;58;-49;-22;1815;508;526;21;98772;40;0.000000;276.292328;71.724701;6;1;58093
170;532;67845;66;2;2077;58;-49;-23;1823;506;534;21;98770;40;0.000000;277.951141;71.724701;6;3;19805
170;533;68031;75;9;2080;55;-51;-20;1812;506;527;21;98770;40;0.000000;279.955017;74.479980;6;1;51769
170;534;68124;71;6;2077;51;-53;-20;1816;511;535;21;98770;40;0.000000;276.292328;73.209366;6;1;25245
170;535;68216;64;0;2073;55;-53;-21;1808;512;535;21;98770;40;0.000000;277.951141;73.785263;6;1;64341
170;536;68330;63;6;2075;57;-48;-23;1820;498;515;21;98770;40;0.000000;281.299103;73.669861;6;1;63141
170;537;68515;71;-1;2075;55;-48;-22;1813;503;530;21;98774;40;0.000000;282.311432;74.479980;6;1;54678
170;538;68608;70;15;2067;55;-50;-21;1811;509;534;21;98774;40;0.000000;277.286377;74.828796;6;2;58998
170;539;68702;74;7;2081;57;-49;-22;1819;514;531;21;98774;40;0.000000;280.962433;73.900764;6;3;21437
170;540;68796;65;12;2070;52;-51;-19;1813;519;529;21;98774;40;0.000000;277.618561;73.209366;6;2;30107
170;541;68993;73;6;2069;54;-49;-21;1815;507;533;21;98773;40;0.000000;279.620026;75.178619;6;2;54344
170;542;69085;68;8;2078;52;-50;-19;1801;501;530;21;98773;40;0.000000;276.292328;75.763863;6;1;39055
170;543;69177;75;6;2070;55;-49;-21;1815;505;519;21;98773;40;0.000000;281.636139;74.712418;6;2;10021
170;544;69280;75;8;2076;54;-55;-21;1813;511;540;21;98773;40;0.000000;280.962433;75.529434;6;1;35872
170;545;69476;69;8;2070;54;-52;-20;1811;509;530;21;98772;40;0.000000;279.955017;75.412376;6;1;58131
170;546;69579;76;17;2076;57;-47;-22;1819;505;529;21;98772;40;0.000000;278.617493;74.945312;6;1;59891
170;547;69673;70;-1;2074;58;-47;-22;1817;505;518;21;98772;40;0.000000;279.285431;74.712418;6;2;15969
170;548;69767;70;7;2076;56;-49;-21;1813;502;527;21;98772;40;0.000000;274.314819;74.479980;6;2;64924
170;549;69953;64;8;2075;56;-50;-22;1815;505;525;21;98772;40;0.000000;276.954620;74.828796;6;3;4941
170;550;70045;69;12;2065;56;-45;-22;1814;511;536;21;98773;39;0.000000;280.626221;74.712418;6;2;15829
170;551;70243;65;12;2069;57;-52;-23;1809;505;525;21;98773;39;0.000000;277.286377;74.363930;6;2;34293
170;552;70335;72;4;2081;53;-51;-21;1815;503;529;21;98773;39;0.000000;278.617493;74.712418;6;2;38803
170;553;70531;63;8;2069;55;-49;-23;1811;506;521;21;98773;39;0.000000;279.620026;73.209366;6;2;46161
170;554;70624;73;4;2072;54;-48;-21;1816;508;540;21;98775;39;0.000000;277.618561;74.247948;6;2;18931
170;555;70718;76;8;2074;56;-50;-22;1814;510;521;21;98775;39;0.000000;277.951141;71.951920;6;2;33695
170;556;70823;70;11;2073;55;-51;-21;1813;505;534;21;98775;39;0.000000;279.285431;73.094505;6;1;47046
170;557;71009;70;3;2077;55;-48;-21;1818;495;528;21;98775;39;0.000000;278.951233;73.209366;6;2;27260
170;558;71102;71;-1;2080;57;-50;-21;1817;509;524;21;98769;39;0.000000;276.292328;73.554581;6;2;17356
170;559;71194;72;10;2076;54;-48;-21;1808;497;530;21;98769;39;0.000000;274.972443;72.179573;6;3;30338
170;560;71286;69;2;2075;54;-47;-20;1805;503;536;21;98769;39;0.000000;277.618561;73.900764;6;1;14045
170;561;71493;75;6;2070;55;-51;-21;1816;508;545;21;98769;39;0.000000;276.292328;73.094505;6;3;40954
170;562;71586;65;11;2070;51;-50;-21;1822;504;541;21;98769;39;0.000000;277.286377;72.865128;6;3;58278
170;563;71680;72;8;2081;57;-47;-22;1813;505;533;21;98767;39;0.000000;275.631561;73.094505;6;0;47308
170;564;71774;66;4;2070;55;-51;-20;1826;503;527;21;98767;39;0.000000;277.618561;71.271538;6;3;43152
170;565;71960;70;1;2073;57;-45;-23;1809;503;539;21;98767;39;0.000000;277.618561;72.636169;6;4;54724
170;566;72063;74;10;2078;54;-51;-20;1815;508;540;21;98767;39;0.000000;274.972443;72.293556;6;1;18258
170;567;72156;81;11;2078;55;-51;-20;1813;509;528;21;98767;39;0.000000;277.951141;72.979767;6;3;35620
170;568;72249;63;8;2072;56;-49;-23;1829;512;546;21;98771;39;0.000000;273.331451;71.045601;6;1;28128
170;569;72455;67;1;2078;54;-54;-21;1830;516;544;21;98771;39;0.000000;273.658844;71.611252;6;0;14184
170;570;72547;66;2;2076;54;-52;-19;1812;508;543;21;98771;39;0.000000;275.961761;73.439400;6;1;23492
170;571;72652;79;10;2076;53;-52;-19;1826;514;542;21;98771;39;0.000000;276.954620;73.785263;6;1;15094
170;572;72746;80;-1;2067;56;-53;-22;1829;503;529;21;98773;39;0.000000;275.961761;72.293556;6;1;26222
170;573;72932;69;10;2068;57;-49;-21;1815;516;548;21;98773;39;0.000000;275.631561;73.094505;6;2;37107
170;574;73025;68;7;2078;55;-49;-20;1829;513;551;21;98773;39;0.000000;278.617493;73.209366;6;0;44987
170;575;73118;73;7;2079;55;-54;-21;1827;504;555;21;98773;39;0.000000;276.954620;73.554581;6;3;31096
170;576;73221;72;6;2076;56;-50;-23;1831;516;546;21;98773;39;0.000000;273.986633;69.253342;6;2;46079
170;577;73417;76;17;2078;53;-52;-19;1822;517;550;21;98771;39;0.000000;274.314819;71.951920;6;2;56949
170;578;73510;65;4;2074;57;-50;-24;1812;516;550;21;98771;39;0.000000;274.972443;73.785263;6;2;13019
170;579;73604;71;-3;2071;55;-48;-21;1833;520;553;21;98771;39;0.000000;276.292328;73.209366;6;2;62450
170;580;73698;68;5;2072;57;-48;-23;1818;508;546;21;98771;39;0.000000;276.954620;73.094505;6;2;26070
170;581;73895;69;2;2074;52;-48;-19;1830;511;545;21;98771;39;0.000000;274.314819;72.979767;6;1;59954
170;582;73988;68;9;2071;53;-52;-21;1812;514;546;21;98771;39;0.000000;275.961761;72.407661;6;1;12394
